Edge Type,Node Type,name,single,release_date,genre,notable,written_date,notoriety_date
RecordedBy,Album,Kan ve Toprak Arasında (Between Blood and Land),False,2019,Emo/Pop Punk,True,2019,2019
DistributedBy,Album,Kan ve Toprak Arasında (Between Blood and Land),False,2019,Emo/Pop Punk,True,2019,2019
ProducerOf,Person,Corey Ramirez,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
ProducerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Guiying Bai,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
LyricistOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
ComposerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
PerformerOf,Person,Wei Ding,False,2019,Emo/Pop Punk,True,2019,2019
InStyleOf,Album,Sessiz Çığlıklar (Silent Screams),False,1995,Avant-Garde Folk,True,1995,1995
RecordedBy,Album,Sessiz Çığlıklar (Silent Screams),False,1995,Avant-Garde Folk,True,1995,1995
DistributedBy,Album,Sessiz Çığlıklar (Silent Screams),False,1995,Avant-Garde Folk,True,1995,1995
LyricistOf,Person,Sylvie Scholz,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Sylvie Scholz,False,1995,Avant-Garde Folk,True,1995,1995
LyricistOf,Person,Sylvie Scholz,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Sylvie Scholz,False,1995,Avant-Garde Folk,True,1995,1995
MemberOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ProducerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ComposerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ProducerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ProducerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ComposerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
PerformerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
ComposerOf,Person,Ekkehard Förster,False,1995,Avant-Garde Folk,True,1995,1995
RecordedBy,Song,Destiny's Dice,True,2004,Doom Metal,True,2004,2004
DistributedBy,Song,Destiny's Dice,True,2004,Doom Metal,True,2004,2004
LyricistOf,Person,Shari Willis,True,2004,Doom Metal,True,2004,2004
PerformerOf,Person,Shari Willis,True,2004,Doom Metal,True,2004,2004
PerformerOf,Person,Sophie Lebrun,True,2004,Doom Metal,True,2004,2004
ProducerOf,Person,Sophie Lebrun,True,2004,Doom Metal,True,2004,2004
PerformerOf,Person,Eric Shaw,True,2004,Doom Metal,True,2004,2004
ComposerOf,Person,Benoît Blanc,True,2004,Doom Metal,True,2004,2004
InterpolatesFrom,Album,One More Roll,True,1991,Americana,True,1991,1991
RecordedBy,Album,One More Roll,True,1991,Americana,True,1991,1991
DistributedBy,Album,One More Roll,True,1991,Americana,True,1991,1991
ComposerOf,Person,Jonathan Wyatt,True,1991,Americana,True,1991,1991
PerformerOf,Person,Jonathan Wyatt,True,1991,Americana,True,1991,1991
PerformerOf,Person,Jacob Brown,True,1991,Americana,True,1991,1991
ProducerOf,Person,Jacob Brown,True,1991,Americana,True,1991,1991
LyricistOf,Person,Jacob Brown,True,1991,Americana,True,1991,1991
PerformerOf,Person,Jacob Brown,True,1991,Americana,True,1991,1991
LyricalReferenceTo,Song,Turning Point,True,1989,Alternative Rock,True,1989,1989
RecordedBy,Song,Turning Point,True,1989,Alternative Rock,True,1989,1989
PerformerOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
LyricistOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
PerformerOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
LyricistOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
PerformerOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
ProducerOf,Person,Ping Liao,True,1989,Alternative Rock,True,1989,1989
CoverOf,Song,Serendipity's Smile,False,2018,Dream Pop,True,2018,2018
RecordedBy,Song,Serendipity's Smile,False,2018,Dream Pop,True,2018,2018
RecordedBy,Song,The Tiny Toe's Journey,True,1997,Southern Gothic Rock,True,1997,1997
DistributedBy,Song,The Tiny Toe's Journey,True,1997,Southern Gothic Rock,True,1997,1997
ComposerOf,Person,Sherry Martin,True,1997,Southern Gothic Rock,True,1997,1997
PerformerOf,Person,Ronnie Cook,True,1997,Southern Gothic Rock,True,1997,1997
ProducerOf,Person,Ronnie Cook,True,1997,Southern Gothic Rock,True,1997,1997
ProducerOf,Person,Ronnie Cook,True,1997,Southern Gothic Rock,True,1997,1997
RecordedBy,Song,Footprints of Innocence,True,2013,Symphonic Metal,True,2013,2013
DistributedBy,Song,Footprints of Innocence,True,2013,Symphonic Metal,True,2013,2013
PerformerOf,Person,Eugenia Lindner,True,2013,Symphonic Metal,True,2013,2013
PerformerOf,Person,Herr Ulrich Gieß,True,2013,Symphonic Metal,True,2013,2013
ProducerOf,Person,Herr Ulrich Gieß,True,2013,Symphonic Metal,True,2013,2013
PerformerOf,Person,Sandra Peterson,True,2013,Symphonic Metal,True,2013,2013
ComposerOf,Person,Sandra Peterson,True,2013,Symphonic Metal,True,2013,2013
PerformerOf,Person,Sandra Peterson,True,2013,Symphonic Metal,True,2013,2013
LyricalReferenceTo,Song,Whispers from a Child's Step,True,2017,Alternative Rock,True,2017,2017
RecordedBy,Song,Whispers from a Child's Step,True,2017,Alternative Rock,True,2017,2017
DistributedBy,Song,Whispers from a Child's Step,True,2017,Alternative Rock,True,2017,2017
ComposerOf,Person,Reinhild Krein,True,2017,Alternative Rock,True,2017,2017
PerformerOf,Person,Reinhild Krein,True,2017,Alternative Rock,True,2017,2017
PerformerOf,Person,Reinhild Krein,True,2017,Alternative Rock,True,2017,2017
PerformerOf,Person,Mehdi Hering,True,2017,Alternative Rock,True,2017,2017
ProducerOf,Person,Mehdi Hering,True,2017,Alternative Rock,True,2017,2017
CoverOf,Song,"Soft Sole, Tender Soul",True,2000,Dream Pop,True,2000,2000
RecordedBy,Song,"Soft Sole, Tender Soul",True,2000,Dream Pop,True,2000,2000
LyricalReferenceTo,Song,Solo Flight,False,2027,Dream Pop,True,2027,2027
InterpolatesFrom,Song,Solo Flight,False,2027,Dream Pop,True,2027,2027
RecordedBy,Song,Solo Flight,False,2027,Dream Pop,True,2027,2027
LyricistOf,Person,Chao Tian,False,2027,Dream Pop,True,2027,2027
PerformerOf,Person,Chao Tian,False,2027,Dream Pop,True,2027,2027
ComposerOf,Person,Angela Wallace,False,2027,Dream Pop,True,2027,2027
ComposerOf,Person,Angela Wallace,False,2027,Dream Pop,True,2027,2027
PerformerOf,Person,Angela Wallace,False,2027,Dream Pop,True,2027,2027
PerformerOf,Person,Crystal Cruz,False,2027,Dream Pop,True,2027,2027
PerformerOf,Person,Crystal Cruz,False,2027,Dream Pop,True,2027,2027
LyricistOf,Person,Crystal Cruz,False,2027,Dream Pop,True,2027,2027
InterpolatesFrom,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InStyleOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
CoverOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InterpolatesFrom,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InStyleOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
DirectlySamples,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
LyricalReferenceTo,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
LyricalReferenceTo,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
DirectlySamples,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
LyricalReferenceTo,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InStyleOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InStyleOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
InStyleOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
DirectlySamples,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
CoverOf,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
RecordedBy,Song,Party of One,True,2018,Lo-Fi Electronica,True,2018,2018
MemberOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
ComposerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
ProducerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
ProducerOf,Person,Tamara Solis,True,2018,Lo-Fi Electronica,True,2018,2018
MemberOf,Person,Sandra Green,True,2018,Lo-Fi Electronica,True,2018,2018
LyricistOf,Person,Sandra Green,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Sandra Green,True,2018,Lo-Fi Electronica,True,2018,2018
LyricistOf,Person,Sandra Green,True,2018,Lo-Fi Electronica,True,2018,2018
MemberOf,Person,Michelle Williams,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Michelle Williams,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Michelle Williams,True,2018,Lo-Fi Electronica,True,2018,2018
PerformerOf,Person,Michelle Williams,True,2018,Lo-Fi Electronica,True,2018,2018
CoverOf,Song,Unattached,True,2020,Dream Pop,False,2020,2020
RecordedBy,Song,Unattached,True,2020,Dream Pop,False,2020,2020
DistributedBy,Song,Unattached,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Rick House,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Victoria Williams,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Victoria Williams,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Patricia Rodriguez,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Casey Green,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Angela Thompson,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Fritz Schuster,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,George Jones,True,2020,Dream Pop,False,2020,2020
LyricistOf,Person,George Jones,True,2020,Dream Pop,False,2020,2020
ComposerOf,Person,George Jones,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,George Jones,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Susan Rogers,True,2020,Dream Pop,False,2020,2020
PerformerOf,Person,Ronald Rice,True,2020,Dream Pop,False,2020,2020
LyricalReferenceTo,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
InterpolatesFrom,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
CoverOf,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
LyricalReferenceTo,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
InStyleOf,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
InStyleOf,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
CoverOf,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
CoverOf,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
DistributedBy,Song,Loving Myself First,True,2022,Synthwave,True,2022,2022
ComposerOf,Person,Lei Feng,True,2022,Synthwave,True,2022,2022
PerformerOf,Person,Lei Feng,True,2022,Synthwave,True,2022,2022
PerformerOf,Person,Juan Zheng,True,2022,Synthwave,True,2022,2022
ComposerOf,Person,Juan Zheng,True,2022,Synthwave,True,2022,2022
PerformerOf,Person,James Simon,True,2022,Synthwave,True,2022,2022
LyricistOf,Person,Jie Wen,True,2022,Synthwave,True,2022,2022
PerformerOf,Person,Jie Wen,True,2022,Synthwave,True,2022,2022
LyricalReferenceTo,Song,Battlefield Mascara,True,2013,Indie Folk,True,2013,2013
RecordedBy,Song,Battlefield Mascara,True,2013,Indie Folk,True,2013,2013
DistributedBy,Song,Battlefield Mascara,True,2013,Indie Folk,True,2013,2013
PerformerOf,Person,Todd Mcbride,True,2013,Indie Folk,True,2013,2013
PerformerOf,Person,Min Shi,True,2013,Indie Folk,True,2013,2013
ComposerOf,Person,Xia Fang,True,2013,Indie Folk,True,2013,2013
PerformerOf,Person,Xia Fang,True,2013,Indie Folk,True,2013,2013
PerformerOf,Person,Lonnie Estrada,True,2013,Indie Folk,True,2013,2013
PerformerOf,Person,Kimberly Knight,True,2013,Indie Folk,True,2013,2013
ProducerOf,Person,Kimberly Knight,True,2013,Indie Folk,True,2013,2013
CoverOf,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
CoverOf,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
InterpolatesFrom,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
LyricalReferenceTo,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
CoverOf,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
DistributedBy,Song,Camouflage Courage,True,2004,Emo/Pop Punk,True,2004,2004
PerformerOf,Person,Ivana Vávrová,True,2004,Emo/Pop Punk,True,2004,2004
ProducerOf,Person,Ivana Vávrová,True,2004,Emo/Pop Punk,True,2004,2004
PerformerOf,Person,Ivana Vávrová,True,2004,Emo/Pop Punk,True,2004,2004
CoverOf,Song,Crimson Stripes,True,2017,Doom Metal,True,2017,2017
RecordedBy,Song,Crimson Stripes,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Lilian Gieß,True,2017,Doom Metal,True,2017,2017
ProducerOf,Person,Lilian Gieß,True,2017,Doom Metal,True,2017,2017
LyricistOf,Person,Lilian Gieß,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Herr Rudolph Schaaf,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Mario Stumpf,True,2017,Doom Metal,True,2017,2017
ComposerOf,Person,Mario Stumpf,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Mario Stumpf,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Marvin Holzapfel,True,2017,Doom Metal,True,2017,2017
PerformerOf,Person,Marvin Holzapfel,True,2017,Doom Metal,True,2017,2017
LyricalReferenceTo,Song,Warrior's Makeup,True,2026,Desert Rock,True,2026,2026
RecordedBy,Song,Warrior's Makeup,True,2026,Desert Rock,True,2026,2026
DistributedBy,Song,Warrior's Makeup,True,2026,Desert Rock,True,2026,2026
ComposerOf,Person,Xiulan Xue,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Wei Fang,True,2026,Desert Rock,True,2026,2026
MemberOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
LyricistOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
ProducerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
ComposerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
ProducerOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
LyricistOf,Person,Guiying Liao,True,2026,Desert Rock,True,2026,2026
LyricistOf,Person,Gang Jia,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Gang Jia,True,2026,Desert Rock,True,2026,2026
MemberOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
ComposerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
ComposerOf,Person,Yan Zou,True,2026,Desert Rock,True,2026,2026
LyricalReferenceTo,Song,Cobblestone Crown,True,2026,Dream Pop,True,2026,2026
RecordedBy,Song,Cobblestone Crown,True,2026,Dream Pop,True,2026,2026
LyricistOf,Person,Kenneth Lopez,True,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Scott Gutierrez,True,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Taylor Poole,True,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Taylor Poole,True,2026,Dream Pop,True,2026,2026
DirectlySamples,Song,Spinning Threads of Power,False,2032,Alternative Rock,True,2032,2032
InStyleOf,Song,Spinning Threads of Power,False,2032,Alternative Rock,True,2032,2032
LyricalReferenceTo,Song,Spinning Threads of Power,False,2032,Alternative Rock,True,2032,2032
RecordedBy,Song,Spinning Threads of Power,False,2032,Alternative Rock,True,2032,2032
DistributedBy,Song,Spinning Threads of Power,False,2032,Alternative Rock,True,2032,2032
ProducerOf,Person,Amanda Cole,False,2032,Alternative Rock,True,2032,2032
LyricistOf,Person,Brittany Harvey,False,2032,Alternative Rock,True,2032,2032
PerformerOf,Person,Brittany Harvey,False,2032,Alternative Rock,True,2032,2032
ComposerOf,Person,Elizabeth Parker,False,2032,Alternative Rock,True,2032,2032
PerformerOf,Person,Elizabeth Parker,False,2032,Alternative Rock,True,2032,2032
PerformerOf,Person,Elizabeth Parker,False,2032,Alternative Rock,True,2032,2032
RecordedBy,Album,The Mill Town Monarch,False,2026,Dream Pop,True,2026,2026
DistributedBy,Album,The Mill Town Monarch,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Na Pan,False,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Na Pan,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Na Pan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Na Pan,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Na Pan,False,2026,Dream Pop,True,2026,2026
MemberOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xia Ding,False,2026,Dream Pop,True,2026,2026
MemberOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
LyricistOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
LyricistOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang He,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Jun Zhang,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Jun Zhang,False,2026,Dream Pop,True,2026,2026
MemberOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Qiang Zhao,False,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
ProducerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Xiuying Fan,False,2026,Dream Pop,True,2026,2026
MemberOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
LyricistOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
ComposerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
PerformerOf,Person,Emily Nelson,False,2026,Dream Pop,True,2026,2026
LyricalReferenceTo,Album,Lancashire's Forgotten Sovereign,False,2022,Southern Gothic Rock,False,2022,2022
RecordedBy,Album,Lancashire's Forgotten Sovereign,False,2022,Southern Gothic Rock,False,2022,2022
DistributedBy,Album,Lancashire's Forgotten Sovereign,False,2022,Southern Gothic Rock,False,2022,2022
PerformerOf,Person,Jędrzej Przeniosło,False,2022,Southern Gothic Rock,False,2022,2022
LyricistOf,Person,Jędrzej Przeniosło,False,2022,Southern Gothic Rock,False,2022,2022
ComposerOf,Person,Jędrzej Przeniosło,False,2022,Southern Gothic Rock,False,2022,2022
InStyleOf,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
InStyleOf,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
InterpolatesFrom,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
LyricalReferenceTo,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
InStyleOf,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
InStyleOf,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
InterpolatesFrom,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
RecordedBy,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
DistributedBy,Song,Springtime Sonata,True,2028,Space Rock,True,2028,2028
LyricistOf,Person,Michelle Castro,True,2028,Space Rock,True,2028,2028
ComposerOf,Person,Guiying Duan,True,2028,Space Rock,True,2028,2028
PerformerOf,Person,Guiying Duan,True,2028,Space Rock,True,2028,2028
PerformerOf,Person,Fang Wen,True,2028,Space Rock,True,2028,2028
PerformerOf,Person,Fang Wen,True,2028,Space Rock,True,2028,2028
InterpolatesFrom,Album,Blossoming Crescendo,True,1991,Dream Pop,True,1991,1991
RecordedBy,Album,Blossoming Crescendo,True,1991,Dream Pop,True,1991,1991
DistributedBy,Album,Blossoming Crescendo,True,1991,Dream Pop,True,1991,1991
ComposerOf,Person,Chad Garcia,True,1991,Dream Pop,True,1991,1991
PerformerOf,Person,Chad Garcia,True,1991,Dream Pop,True,1991,1991
ProducerOf,Person,Chad Garcia,True,1991,Dream Pop,True,1991,1991
PerformerOf,Person,Shawn Saunders,True,1991,Dream Pop,True,1991,1991
ProducerOf,Person,Shawn Saunders,True,1991,Dream Pop,True,1991,1991
LyricalReferenceTo,Song,Pastoral Harmony,True,2017,Indie Folk,True,2017,2017
RecordedBy,Song,Pastoral Harmony,True,2017,Indie Folk,True,2017,2017
PerformerOf,Person,Li He,True,2017,Indie Folk,True,2017,2017
MemberOf,Person,Yan Cai,True,2017,Indie Folk,True,2017,2017
